person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_encoded,loan_intent_encoded,loan_grade_encoded,cb_person_default_on_file_encoded,debt_to_income
25,10.645448706505872,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.24,N,2,0,2,0,0,939.368576722237
22,10.645448706505872,OWN,0.0,EDUCATION,C,12000,10.99,0,0.29,N,4,2,1,2,0,1127.2422920666843
22,10.33854382482173,RENT,3.0,VENTURE,B,5000,10.0,0,0.16,N,2,3,5,1,0,483.62710307379444
23,10.645448706505872,MORTGAGE,2.0,VENTURE,A,1500,6.17,0,0.04,N,3,0,5,0,0,140.90528650833554
26,10.34177474101152,RENT,4.0,EDUCATION,D,5000,14.96,0,0.16,Y,3,3,1,3,1,483.47601115037963
22,10.34177474101152,RENT,2.0,MEDICAL,B,5000,10.62,0,0.16,N,4,3,3,1,0,483.47601115037963
25,10.34177474101152,RENT,0.0,PERSONAL,A,5000,8.94,0,0.16,N,2,3,4,0,0,483.47601115037963
26,10.348205424565993,RENT,8.0,EDUCATION,A,5000,8.63,0,0.16,N,2,3,1,0,0,483.17556473418205
22,10.354722394888482,RENT,0.0,PERSONAL,A,5000,7.51,0,0.16,N,3,3,4,0,0,482.8714676569414
23,10.371019379393825,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.16,N,3,3,0,0,0,482.11268507843096
23,10.645448706505872,MORTGAGE,3.0,EDUCATION,A,11000,6.54,0,0.26,N,3,0,1,0,0,1033.3054343944607
21,10.645448706505872,OWN,5.0,VENTURE,B,12250,8.88,0,0.29,N,4,2,5,1,0,1150.7265064847402
25,10.373522431293592,RENT,9.0,VENTURE,C,5000,14.27,1,0.16,Y,4,3,5,2,1,481.99635496199465
23,10.373522431293592,RENT,4.0,HOMEIMPROVEMENT,B,5000,12.69,1,0.16,N,4,3,2,1,0,481.99635496199465
26,10.373522431293592,RENT,3.0,VENTURE,A,5000,6.03,0,0.16,N,2,3,5,0,0,481.99635496199465
22,10.491301994830229,MORTGAGE,3.0,DEBTCONSOLIDATION,D,7000,14.84,1,0.19,N,3,0,0,3,0,667.2193788196519
23,10.373522431293592,RENT,3.0,DEBTCONSOLIDATION,C,5000,14.79,0,0.16,N,2,3,0,2,0,481.99635496199465
24,10.645448706505872,MORTGAGE,6.0,VENTURE,B,9250,11.12,0,0.22,N,4,0,5,1,0,868.9159334680692
26,10.373522431293592,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,N,2,3,0,0,0,481.99635496199465
24,10.373522431293592,RENT,1.0,MEDICAL,A,5000,10.99,0,0.16,N,3,3,3,0,0,481.99635496199465
26,10.373522431293592,RENT,10.0,PERSONAL,C,5000,12.53,0,0.16,Y,3,3,4,2,1,481.99635496199465
21,10.373522431293592,RENT,3.0,EDUCATION,A,5000,7.68,0,0.16,N,4,3,1,0,0,481.99635496199465
24,10.373647419576104,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.16,N,2,3,0,2,0,481.9905475642543
25,10.373647419576104,RENT,5.0,DEBTCONSOLIDATION,C,5000,14.35,0,0.16,N,3,3,0,2,0,481.9905475642543
24,10.645448706505872,MORTGAGE,8.0,PERSONAL,B,12000,10.38,0,0.29,N,4,0,4,1,0,1127.2422920666843
23,10.385944565501662,RENT,0.0,MEDICAL,B,5000,10.99,0,0.15,N,2,3,3,1,0,481.41986205166023
24,10.645448706505872,MORTGAGE,7.0,MEDICAL,C,4200,13.23,0,0.1,N,2,0,3,2,0,394.5348022233395
24,10.491301994830229,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.14,1,0.17,N,4,0,2,0,0,571.9023247025588
22,10.396994062531652,RENT,3.0,PERSONAL,C,5000,13.48,0,0.15,Y,3,3,4,2,1,480.90822885230233
22,10.403323005002216,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.61,1,0.15,N,3,3,0,3,0,480.6156645906175
26,10.404293143019792,RENT,2.0,MEDICAL,B,5000,12.69,0,0.15,N,4,3,3,1,0,480.5708500586111
26,10.491301994830229,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.49,1,0.17,N,2,0,2,1,0,571.9023247025588
23,10.404293143019792,RENT,5.0,PERSONAL,B,5000,10.62,0,0.15,N,2,3,4,1,0,480.5708500586111
23,10.645448706505872,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,N,2,0,0,0,0,1033.3054343944607
22,10.404293143019792,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.15,N,4,3,0,1,0,480.5708500586111
24,10.404293143019792,RENT,8.0,MEDICAL,C,5000,10.99,0,0.15,N,3,3,3,2,0,480.5708500586111
21,10.404293143019792,RENT,5.0,EDUCATION,C,5000,12.84,0,0.15,N,2,3,1,2,0,480.5708500586111
24,10.645448706505872,OWN,7.0,MEDICAL,A,3000,7.51,0,0.07,N,2,2,3,0,0,281.81057301667107
23,10.404808146287813,RENT,1.0,PERSONAL,B,5000,10.99,0,0.15,N,4,3,4,1,0,480.5470634058621
26,10.412741942560633,RENT,11.0,DEBTCONSOLIDATION,D,5000,14.11,1,0.15,N,4,3,0,3,0,480.1809194524639
23,10.422311107413181,RENT,3.0,VENTURE,C,5000,13.49,0,0.15,Y,4,3,5,2,1,479.74004503124075
21,10.422311107413181,RENT,4.0,EDUCATION,C,5000,13.49,0,0.15,N,3,3,1,2,0,479.74004503124075
21,10.645448706505872,MORTGAGE,3.0,EDUCATION,B,13750,11.36,0,0.33,N,4,0,1,1,0,1291.6317929930758
21,10.434027564411219,RENT,0.0,PERSONAL,B,5000,12.18,0,0.15,N,3,3,4,1,0,479.20134091404856
25,10.434027564411219,RENT,0.0,VENTURE,A,5000,9.38,0,0.15,N,3,3,5,0,0,479.20134091404856
24,10.645448706505872,MORTGAGE,3.0,MEDICAL,A,8500,7.51,0,0.2,N,4,0,3,0,0,798.4632902139015
25,10.434145214930487,RENT,6.0,VENTURE,A,5000,10.99,0,0.15,N,2,3,5,0,0,479.195937664867
23,10.434145214930487,RENT,4.0,VENTURE,A,5000,7.88,0,0.15,N,4,3,5,0,0,479.195937664867
21,10.645448706505872,MORTGAGE,6.0,EDUCATION,A,3500,7.51,0,0.08,N,2,0,1,0,0,328.7790018527829
22,10.434145214930487,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.15,N,4,3,0,0,0,479.195937664867
25,10.445840912706414,RENT,9.0,VENTURE,C,5000,13.49,0,0.15,N,4,3,5,2,0,478.65940538285963
22,10.448743588106625,RENT,1.0,VENTURE,C,5000,10.99,0,0.14,N,4,3,5,2,0,478.52643313893685
23,10.457401400981889,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.14,N,2,3,2,1,0,478.13025514450743
23,10.645448706505872,MORTGAGE,7.0,EDUCATION,D,10000,14.59,0,0.24,Y,2,0,1,3,1,939.368576722237
24,10.460270761075149,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,N,3,3,0,1,0,477.99909908699914
22,10.462903320468884,RENT,1.0,PERSONAL,B,5000,10.99,0,0.14,N,3,3,4,1,0,477.878830268684
24,10.463131911491967,RENT,4.0,MEDICAL,B,5000,11.71,0,0.14,N,3,3,3,1,0,477.86838991376493
25,10.463131911491967,RENT,0.0,MEDICAL,B,5000,11.71,0,0.14,N,2,3,3,1,0,477.86838991376493
21,10.463131911491967,RENT,5.0,MEDICAL,B,5000,10.65,0,0.14,N,3,3,3,1,0,477.86838991376493
22,10.463131911491967,RENT,2.0,MEDICAL,B,5000,11.71,0,0.14,N,2,3,3,1,0,477.86838991376493
23,10.463131911491967,RENT,5.0,PERSONAL,A,5000,6.99,0,0.14,N,2,3,4,0,0,477.86838991376493
26,10.275085591132715,RENT,6.0,MEDICAL,C,5000,12.99,1,0.17,Y,2,3,3,2,1,486.61395135384026
25,10.491301994830229,MORTGAGE,6.0,MEDICAL,D,10000,10.99,1,0.28,N,2,0,3,3,0,953.1705411709313
23,10.645448706505872,MORTGAGE,2.0,EDUCATION,B,5200,10.25,0,0.12,N,4,0,1,1,0,488.4716598955632
22,10.463131911491967,RENT,6.0,MEDICAL,B,5000,10.99,0,0.14,N,4,3,3,1,0,477.86838991376493
23,10.463131911491967,RENT,3.0,MEDICAL,B,5000,10.99,0,0.14,N,2,3,3,1,0,477.86838991376493
25,10.463131911491967,RENT,3.0,MEDICAL,B,5000,10.36,0,0.14,N,3,3,3,1,0,477.86838991376493
22,10.463131911491967,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3,3,0,0,0,477.86838991376493
24,10.463131911491967,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,4,3,0,0,0,477.86838991376493
22,10.463131911491967,RENT,4.0,PERSONAL,C,5000,13.23,0,0.14,N,2,3,4,2,0,477.86838991376493
25,10.645448706505872,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.17,N,3,0,0,0,0,657.5580037055659
25,10.491301994830229,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13750,13.22,1,0.38,N,4,0,0,2,0,1310.6094941100305
26,10.645448706505872,MORTGAGE,0.0,VENTURE,B,4500,11.48,0,0.11,N,3,0,5,1,0,422.71585952500664
25,10.275085591132715,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.7,1,0.17,Y,3,3,0,3,1,486.61395135384026
22,10.645448706505872,MORTGAGE,6.0,MEDICAL,A,5000,8.94,0,0.12,N,2,0,3,0,0,469.6842883611185
23,10.275085591132715,RENT,1.0,MEDICAL,F,5000,10.99,1,0.17,Y,3,3,3,5,1,486.61395135384026
24,10.275223507900165,RENT,4.0,EDUCATION,A,5000,6.92,1,0.17,N,3,3,1,0,0,486.6074198926886
23,10.463246187411299,RENT,4.0,MEDICAL,C,5000,14.72,0,0.14,Y,3,3,3,2,1,477.8631708021624
25,10.645448706505872,MORTGAGE,2.0,PERSONAL,A,6000,8.94,0,0.14,N,2,0,4,0,0,563.6211460333421
24,10.645448706505872,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,2,0,2,0,0,657.5580037055659
25,10.463246187411299,RENT,3.0,PERSONAL,A,5000,8.94,0,0.14,N,2,3,4,0,0,477.8631708021624
23,10.477879349862967,RENT,3.0,EDUCATION,C,5000,13.57,0,0.14,N,3,3,1,2,0,477.19579821897753
21,10.47872356423098,RENT,3.0,PERSONAL,C,5000,10.99,0,0.14,N,4,3,4,2,0,477.15735312146705
26,10.487963186464397,RENT,2.0,VENTURE,A,5000,7.68,0,0.14,N,4,3,5,0,0,476.73698992888563
22,10.308985993422082,RENT,3.0,MEDICAL,D,5000,18.25,1,0.17,N,2,3,3,3,0,485.0137543295122
21,10.645448706505872,OTHER,5.0,DEBTCONSOLIDATION,C,12000,14.26,0,0.29,Y,4,1,0,2,1,1127.2422920666843
23,10.491301994830229,RENT,1.0,EDUCATION,C,5000,14.79,0,0.14,N,2,3,1,2,0,476.58527058546565
21,10.491301994830229,RENT,3.0,EDUCATION,C,5000,12.99,0,0.14,N,4,3,1,2,0,476.58527058546565
23,10.308985993422082,RENT,7.0,PERSONAL,C,5000,14.17,1,0.17,Y,3,3,4,2,1,485.0137543295122
26,10.491301994830229,RENT,4.0,VENTURE,B,5000,10.37,0,0.14,N,4,3,5,1,0,476.58527058546565
23,10.645448706505872,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,3,0,4,2,0,540.1369316152862
22,10.308985993422082,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.54,1,0.17,N,4,3,0,3,0,485.0137543295122
23,10.491301994830229,RENT,0.0,EDUCATION,B,5000,10.99,0,0.14,N,3,3,1,1,0,476.58527058546565
22,10.308985993422082,RENT,6.0,MEDICAL,E,5000,17.43,1,0.17,N,2,3,3,4,0,485.0137543295122
26,10.645448706505872,MORTGAGE,4.0,MEDICAL,B,15000,11.26,0,0.36,N,4,0,3,1,0,1409.0528650833555
23,10.645448706505872,OWN,7.0,PERSONAL,B,4400,11.89,0,0.1,N,4,2,4,1,0,413.32217375778424
22,10.308985993422082,RENT,4.0,VENTURE,D,5000,15.21,1,0.17,Y,3,3,5,3,1,485.0137543295122
24,10.308985993422082,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,1,0.17,Y,4,3,2,3,1,485.0137543295122
23,10.491301994830229,RENT,1.0,MEDICAL,C,5000,13.22,0,0.14,N,4,3,3,2,0,476.58527058546565
23,10.494075844768336,RENT,2.0,EDUCATION,A,5000,7.49,0,0.14,N,4,3,1,0,0,476.4592970321131
22,10.645448706505872,MORTGAGE,1.0,EDUCATION,A,13000,10.99,0,0.31,N,4,0,1,0,0,1221.179149738908
25,10.645448706505872,OWN,9.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.19,N,2,2,2,0,0,751.4948613777896
26,10.497532372052861,RENT,2.0,VENTURE,C,5000,12.84,0,0.14,N,4,3,5,2,0,476.302413061501
24,10.502241632645898,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.03,0,0.14,N,3,3,0,0,0,476.0888365449194
26,10.502351525774941,RENT,3.0,MEDICAL,A,5000,8.9,0,0.14,N,4,3,3,0,0,476.0838549089665
25,10.50454685609326,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,N,2,3,0,0,0,475.98435882074284
22,10.518592107258032,RENT,3.0,VENTURE,B,5000,9.99,0,0.14,N,3,3,5,1,0,475.34878708243696
23,10.645448706505872,MORTGAGE,3.0,EDUCATION,C,5400,11.78,0,0.13,N,4,0,1,2,0,507.25903143000795
24,10.645448706505872,OWN,1.0,VENTURE,B,7500,10.51,0,0.18,N,3,2,5,1,0,704.5264325416778
22,10.518592107258032,RENT,0.0,MEDICAL,A,5000,5.42,0,0.14,N,2,3,3,0,0,475.34878708243696
24,10.645448706505872,MORTGAGE,2.0,PERSONAL,C,2000,11.28,0,0.05,N,2,0,4,2,0,187.8737153444474
22,10.518700218288165,RENT,4.0,PERSONAL,B,5000,10.65,0,0.14,N,4,3,4,1,0,475.34390145531785
26,10.491301994830229,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3,0,2,2,1,476.58527058546565
22,10.53212287826962,RENT,4.0,PERSONAL,C,5000,11.03,0,0.13,Y,3,3,4,2,1,474.738099601576
26,10.645448706505872,MORTGAGE,11.0,EDUCATION,D,15075,12.92,0,0.36,N,2,0,1,3,0,1416.0981294087721
23,10.645448706505872,OWN,1.0,PERSONAL,B,5400,10.99,0,0.13,N,2,2,4,1,0,507.25903143000795
23,10.646590883905475,MORTGAGE,7.0,EDUCATION,A,8500,7.74,0,0.2,N,3,0,1,0,0,798.3776302374414
24,10.545367754151743,RENT,8.0,MEDICAL,C,5000,13.99,0,0.13,N,4,3,3,2,0,474.14183332122155
23,10.373522431293592,RENT,5.0,HOMEIMPROVEMENT,B,5000,10.99,1,0.16,N,4,3,2,1,0,481.99635496199465
22,10.545367754151743,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3,3,1,0,0,474.14183332122155
21,10.545367754151743,RENT,0.0,EDUCATION,C,5000,10.99,0,0.13,Y,4,3,1,2,1,474.14183332122155
23,10.649701454032765,MORTGAGE,1.0,EDUCATION,A,10000,5.42,0,0.24,N,4,0,1,0,0,938.9934584704494
23,10.545367754151743,RENT,0.0,MEDICAL,B,5000,11.58,0,0.13,N,3,3,3,1,0,474.14183332122155
25,10.373522431293592,RENT,1.0,EDUCATION,D,5000,15.37,1,0.16,Y,3,3,1,3,1,481.99635496199465
23,10.373522431293592,RENT,2.0,VENTURE,E,5000,13.93,1,0.16,N,4,3,5,4,0,481.99635496199465
23,10.54547300900014,RENT,5.0,VENTURE,A,5000,6.91,0,0.13,N,2,3,5,0,0,474.1371008898984
25,10.651146592342338,OWN,10.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,4,2,2,0,0,751.0928453234899
23,10.651146592342338,MORTGAGE,3.0,EDUCATION,C,5500,12.73,0,0.13,N,3,0,1,2,0,516.3763311598993
24,10.65143063618168,MORTGAGE,3.0,PERSONAL,C,8000,12.84,0,0.19,N,2,0,4,2,0,751.0728157797812
26,10.384462031332603,RENT,0.0,VENTURE,D,5000,14.84,1,0.15,N,4,3,5,3,0,481.4885917935574
21,10.555838779903407,RENT,5.0,PERSONAL,B,5000,10.59,0,0.13,N,4,3,4,1,0,473.6715010766537
25,10.65370008705053,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,10.99,0,0.19,N,2,0,0,0,0,750.9128222713838
24,10.555838779903407,RENT,3.0,MEDICAL,B,5000,10.99,0,0.13,N,2,3,3,1,0,473.6715010766537
24,10.555838779903407,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,N,3,3,0,1,0,473.6715010766537
23,10.571342565808699,RENT,6.0,EDUCATION,B,5000,12.69,0,0.13,N,3,3,1,1,0,472.9768209547662
22,10.571342565808699,RENT,4.0,MEDICAL,A,5000,6.99,0,0.13,N,2,3,3,0,0,472.9768209547662
25,10.571342565808699,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4,3,3,0,0,472.9768209547662
24,10.404293143019792,RENT,1.0,MEDICAL,F,5000,21.36,1,0.15,N,2,3,3,5,0,480.5708500586111
24,10.657282884047461,MORTGAGE,5.0,PERSONAL,A,4800,7.51,0,0.11,N,2,0,4,0,0,450.3962269017897
23,10.657282884047461,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3,0,1,0,0,703.7441045340464
23,10.657282884047461,MORTGAGE,2.0,EDUCATION,B,12600,10.99,0,0.3,N,4,0,1,1,0,1182.290095617198
25,10.657282884047461,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0,0.05,N,3,0,1,0,0,187.66509454241236
24,10.657282884047461,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.8,0,0.24,N,2,0,0,2,0,938.3254727120618
26,10.58448623804925,RENT,0.0,MEDICAL,A,5000,7.74,0,0.13,N,3,3,3,0,0,472.38948471829787
24,10.593203854356613,RENT,8.0,MEDICAL,C,5000,14.22,0,0.13,N,4,3,3,2,0,472.0007345033463
25,10.596559730283433,RENT,3.0,MEDICAL,A,5000,6.92,0,0.13,N,3,3,3,0,0,471.85125430008424
25,10.596559730283433,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,0,0.13,N,2,3,0,2,0,471.85125430008424
21,10.434027564411219,RENT,3.0,PERSONAL,B,5000,9.25,1,0.15,N,3,3,4,1,0,479.20134091404856
23,10.434027564411219,RENT,0.0,PERSONAL,D,5000,14.84,1,0.15,Y,2,3,4,3,1,479.20134091404856
24,10.434027564411219,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2,3,2,3,0,479.20134091404856
25,10.596559730283433,RENT,0.0,VENTURE,C,5000,12.87,0,0.13,Y,2,3,5,2,1,471.85125430008424
25,10.596559730283433,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,N,4,3,0,1,0,471.85125430008424
23,10.596559730283433,RENT,6.0,PERSONAL,B,5000,10.2,0,0.13,N,2,3,4,1,0,471.85125430008424
24,10.434027564411219,RENT,2.0,VENTURE,D,5000,12.92,1,0.15,N,4,3,5,3,0,479.20134091404856
21,10.657282884047461,OTHER,0.0,EDUCATION,D,7000,14.61,0,0.16,Y,2,1,1,3,1,656.8278308984433
23,10.596659732783579,RENT,0.0,EDUCATION,B,5000,12.42,0,0.13,N,4,3,1,1,0,471.8468013586558
26,10.596659732783579,RENT,11.0,EDUCATION,B,5000,9.91,0,0.13,N,3,3,1,1,0,471.8468013586558
24,10.596659732783579,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,N,3,3,0,1,0,471.8468013586558
25,10.65737699505146,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0,0.24,N,2,0,3,0,0,938.3171867377217
21,10.596659732783579,RENT,4.0,VENTURE,A,5000,5.79,0,0.13,N,2,3,5,0,0,471.8468013586558
21,10.507502927768234,MORTGAGE,5.0,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,N,2,0,0,3,0,95.1700900655754
22,10.434145214930487,RENT,6.0,PERSONAL,B,5000,10.99,1,0.15,N,4,3,4,1,0,479.195937664867
24,10.596659732783579,RENT,6.0,MEDICAL,A,5000,6.17,0,0.13,N,3,3,3,0,0,471.8468013586558
21,10.596659732783579,RENT,3.0,VENTURE,B,5000,9.25,0,0.13,N,4,3,5,1,0,471.8468013586558
24,10.434145214930487,RENT,2.0,EDUCATION,C,5000,12.23,1,0.15,N,2,3,1,2,0,479.195937664867
25,10.660618412837621,OWN,8.0,EDUCATION,F,10000,15.76,0,0.23,Y,3,2,1,5,1,938.03188640144
23,10.596659732783579,RENT,2.0,MEDICAL,C,5000,10.99,0,0.13,N,3,3,3,2,0,471.8468013586558
23,10.664456919598685,MORTGAGE,7.0,EDUCATION,A,1000,7.51,0,0.02,N,2,0,1,0,0,93.76942562937664
22,10.434145214930487,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.15,Y,3,3,0,2,1,479.195937664867
25,10.596659732783579,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.13,N,4,3,0,1,0,471.8468013586558
26,10.596659732783579,RENT,0.0,PERSONAL,C,5000,13.11,0,0.13,Y,3,3,4,2,1,471.8468013586558
21,10.434145214930487,RENT,2.0,PERSONAL,D,5000,14.59,1,0.15,N,4,3,4,3,0,479.195937664867
26,10.596659732783579,RENT,1.0,MEDICAL,C,5000,14.26,0,0.13,Y,2,3,3,2,1,471.8468013586558
22,10.666650414667744,OWN,7.0,EDUCATION,B,2000,10.74,0,0.05,N,4,2,1,1,0,187.50028568010381
23,10.666650414667744,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3,2,3,0,0,93.75014284005191
26,10.596659732783579,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,0,0.13,N,3,3,0,1,0,471.8468013586558
22,10.596659732783579,RENT,6.0,MEDICAL,A,5000,7.43,0,0.13,N,4,3,3,0,0,471.8468013586558
25,10.668885624799978,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.17,0,0.28,N,4,0,2,0,0,1124.7660179340405
22,10.448743588106625,RENT,2.0,MEDICAL,D,5000,16.89,1,0.14,N,3,3,3,3,0,478.52643313893685
23,10.668885624799978,MORTGAGE,2.0,VENTURE,D,8500,10.99,0,0.2,Y,4,0,5,3,1,796.7092627032787
25,10.457401400981889,RENT,2.0,PERSONAL,D,5000,16.02,1,0.14,Y,3,3,4,3,1,478.13025514450743
22,10.457401400981889,RENT,0.0,MEDICAL,D,5000,15.21,1,0.14,Y,2,3,3,3,1,478.13025514450743
23,10.621156599402811,RENT,7.0,EDUCATION,B,5000,10.99,0,0.12,N,2,3,1,1,0,470.7585236320809
22,10.463131911491967,RENT,4.0,EDUCATION,C,5000,15.96,1,0.14,N,4,3,1,2,0,477.86838991376493
25,10.62135173563291,RENT,9.0,MEDICAL,B,5000,11.71,0,0.12,N,2,3,3,1,0,470.74987482297684
25,10.668885624799978,OWN,1.0,VENTURE,D,7200,14.11,0,0.17,N,4,2,5,3,0,674.8596107604243
21,10.463131911491967,RENT,6.0,PERSONAL,C,5000,14.79,1,0.14,N,2,3,4,2,0,477.86838991376493
23,10.62135173563291,RENT,2.0,EDUCATION,A,5000,7.51,0,0.12,N,2,3,1,0,0,470.74987482297684
22,10.62135173563291,RENT,6.0,VENTURE,A,5000,10.99,0,0.12,N,2,3,5,0,0,470.74987482297684
23,10.621766273733678,RENT,6.0,DEBTCONSOLIDATION,A,5000,10.99,0,0.12,N,2,3,0,0,0,470.7315027599868
25,10.471099854390227,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.14,N,3,3,2,3,0,477.5047578123941
22,10.645448706505872,RENT,0.0,EDUCATION,A,5000,8.9,0,0.12,N,4,3,1,0,0,469.6842883611185
24,10.668978650219241,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9500,6.62,0,0.22,N,2,0,0,0,0,890.4320002369468
23,10.668978650219241,MORTGAGE,7.0,VENTURE,A,15600,10.99,0,0.36,N,4,0,5,0,0,1462.1830740733021
24,10.645448706505872,RENT,7.0,VENTURE,B,5000,10.99,0,0.12,N,4,3,5,1,0,469.6842883611185
26,10.645448706505872,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.29,0,0.12,N,4,3,0,0,0,469.6842883611185
22,10.491301994830229,RENT,1.0,EDUCATION,C,5000,12.68,1,0.14,N,4,3,1,2,0,476.58527058546565
21,10.668978650219241,MORTGAGE,5.0,PERSONAL,A,7000,6.62,0,0.16,N,4,0,4,0,0,656.1077896482766
22,10.668978650219241,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0,0.15,Y,2,0,4,2,1,618.6159159540894
22,10.668978650219241,MORTGAGE,3.0,VENTURE,A,2600,10.99,0,0.06,N,4,0,5,0,0,243.69717901221702
22,10.668978650219241,MORTGAGE,6.0,EDUCATION,B,9000,11.71,0,0.21,N,4,0,1,1,0,843.5671581192128
24,10.645448706505872,RENT,8.0,MEDICAL,A,5000,5.42,0,0.12,N,2,3,3,0,0,469.6842883611185
22,10.668978650219241,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2,2,5,1,0,2137.0368005686723
24,10.668978650219241,MORTGAGE,6.0,MEDICAL,B,6000,10.65,0,0.14,N,3,0,3,1,0,562.3781054128085
22,10.491301994830229,RENT,5.0,MEDICAL,D,5000,16.32,1,0.14,N,4,3,3,3,0,476.58527058546565
24,10.668978650219241,MORTGAGE,7.0,MEDICAL,C,6000,13.49,0,0.14,Y,3,0,3,2,1,562.3781054128085
26,10.668978650219241,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0,0.35,N,2,0,3,1,0,1405.9452635320213
25,10.645448706505872,RENT,3.0,MEDICAL,A,5000,7.51,0,0.12,N,3,3,3,0,0,469.6842883611185
24,10.491301994830229,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,1,0.14,N,2,3,0,3,0,476.58527058546565
22,10.645448706505872,RENT,2.0,MEDICAL,C,5000,12.87,0,0.12,N,4,3,3,2,0,469.6842883611185
24,10.668978650219241,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,13.49,0,0.06,Y,4,0,2,2,1,234.3242105886702
23,10.491301994830229,RENT,0.0,VENTURE,C,5000,13.22,1,0.14,N,4,3,5,2,0,476.58527058546565
23,10.668978650219241,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,10.59,0,0.17,N,3,0,0,1,0,674.8537264953702
21,10.645448706505872,RENT,5.0,EDUCATION,A,5000,9.32,0,0.12,N,4,3,1,0,0,469.6842883611185
24,10.518700218288165,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,1,0.27,N,2,0,2,1,0,950.6878029106357
26,10.668978650219241,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0,0.2,N,3,0,4,0,0,824.8212212721191
26,10.645448706505872,RENT,2.0,VENTURE,C,5000,11.91,0,0.12,Y,4,3,5,2,1,469.6842883611185
23,10.668978650219241,MORTGAGE,3.0,VENTURE,D,3600,15.62,0,0.08,N,3,0,5,3,0,337.4268632476851
22,10.668978650219241,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3,2,5,1,0,328.0538948241383
24,10.494075844768336,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,1,0.14,Y,3,3,0,3,1,476.4592970321131
